group,variable,value
201623,Althorp,0
201623,Amsterdam,0
201623,Arezzo,0
201623,Athens,0
201623,Augsburg,0
201623,Baltimore,0
201623,Barcelona,0
201623,Barga,0
201623,Berlin,0
201623,Besançon,0
201623,Bibbiena,0
201623,Blenheim Palace,0
201623,Bloomington,0
201623,Bologna,0
201623,Boston,1
201623,Brunswick,0
201623,Brussels,0
201623,Camaldoli,0
201623,Cambridge,1
201623,Cambrils,0
201623,Capaccio,0
201623,Carpentras,0
201623,Castiglione,0
201623,Charlottesville,0
201623,Chatsworth House,0
201623,Chicago,0
201623,Chiusa di Pesio,0
201623,Cincinnati,0
201623,Claremont,0
201623,Cologne,0
201623,Cologny,0
201623,Copenhagen,0
201623,Crowan,0
201623,Dresden,0
201623,Dunecht,0
201623,East of England,0
201623,Edensor,0
201623,Edinburgh,0
201623,England,1
201623,Europe,0
201623,Euston,0
201623,Figline Valdarno,0
201623,Florence,1
201623,Fosbury,0
201623,Frankfurt am Main,0
201623,Fratta Polesine,0
201623,Gemeente Amsterdam,0
201623,Gemeente Den Haag,0
201623,Geneva,0
201623,Genoa,0
201623,Glasgow,0
201623,Hamburg,0
201623,Hanover,0
201623,Iecava,0
201623,Italy,1
201623,Ithaca,0
201623,Jenkintown,0
201623,Kew,0
201623,Koper,0
201623,Latrobe,0
201623,Leipzig,0
201623,Livorno,0
201623,Liège,0
201623,London,0
201623,Los Angeles,0
201623,Lucca,0
201623,Ludwigsburg,0
201623,Lviv,0
201623,Maldon,0
201623,Manchester,0
201623,Marseille,0
201623,Merthyr Mawr,1
201623,Middletown,0
201623,Milan,0
201623,Minsk,0
201623,Modena,0
201623,Moscow,0
201623,Munich,0
201623,Mönchengladbach,0
201623,Nancy,0
201623,Naples,0
201623,Narford,0
201623,New Haven,0
201623,New Rochelle,0
201623,New York,0
201623,Newport,0
201623,NoInfo,0
201623,Novara,0
201623,Oakland,0
201623,Oswestry,0
201623,Oxford,0
201623,Palermo,0
201623,Paris,0
201623,Parma,0
201623,Pavia,0
201623,Pisa,0
201623,Poppi,0
201623,Prato,0
201623,Princeton,0
201623,Providence,0
201623,Queensferry,0
201623,Ravenna,0
201623,Rhodes,0
201623,Riga,0
201623,Rio de Janeiro,0
201623,Rome,0
201623,San Casciano in Val di Pesa,0
201623,San Gimignano,0
201623,San Marino,0
201623,Santiago de Compostela,0
201623,Sassari,0
201623,Savona,0
201623,Schweinfurt,0
201623,Siena,0
201623,Skirling,0
201623,Sonning,0
201623,South Hadley,0
201623,St Petersburg,0
201623,Stanford,0
201623,Stowe,0
201623,Stuttgart,0
201623,Sudbury,0
201623,Thenford,0
201623,Tokyo,0
201623,Tours,0
201623,Treia,0
201623,Treviso,0
201623,Trieste,0
201623,Trivignano,0
201623,Turin,0
201623,University of Notre Dame,0
201623,Uppsala,0
201623,Urbana,0
201623,Vatican City,0
201623,Venice,1
201623,Verona,0
201623,Vienna,0
201623,Washington,0
201623,Wellesley,0
201623,Williamstown,0
201623,Woodstock,0
201623,Worcester,0
201623,Wroclaw,0
201623,Zurich,0
559810,Althorp,0
559810,Amsterdam,0
559810,Arezzo,0
559810,Athens,0
559810,Augsburg,0
559810,Baltimore,0
559810,Barcelona,0
559810,Barga,0
559810,Berlin,0
559810,Besançon,0
559810,Bibbiena,0
559810,Blenheim Palace,0
559810,Bloomington,0
559810,Bologna,0
559810,Boston,0
559810,Brunswick,0
559810,Brussels,0
559810,Camaldoli,0
559810,Cambridge,1
559810,Cambrils,0
559810,Capaccio,0
559810,Carpentras,0
559810,Castiglione,0
559810,Charlottesville,0
559810,Chatsworth House,0
559810,Chicago,0
559810,Chiusa di Pesio,0
559810,Cincinnati,0
559810,Claremont,0
559810,Cologne,0
559810,Cologny,0
559810,Copenhagen,0
559810,Crowan,0
559810,Dresden,0
559810,Dunecht,0
559810,East of England,0
559810,Edensor,0
559810,Edinburgh,0
559810,England,0
559810,Europe,0
559810,Euston,0
559810,Figline Valdarno,0
559810,Florence,1
559810,Fosbury,0
559810,Frankfurt am Main,0
559810,Fratta Polesine,0
559810,Gemeente Amsterdam,0
559810,Gemeente Den Haag,0
559810,Geneva,0
559810,Genoa,0
559810,Glasgow,0
559810,Hamburg,0
559810,Hanover,0
559810,Iecava,0
559810,Italy,0
559810,Ithaca,0
559810,Jenkintown,0
559810,Kew,1
559810,Koper,0
559810,Latrobe,0
559810,Leipzig,0
559810,Livorno,0
559810,Liège,0
559810,London,1
559810,Los Angeles,0
559810,Lucca,0
559810,Ludwigsburg,0
559810,Lviv,0
559810,Maldon,0
559810,Manchester,0
559810,Marseille,0
559810,Merthyr Mawr,0
559810,Middletown,0
559810,Milan,0
559810,Minsk,0
559810,Modena,0
559810,Moscow,0
559810,Munich,0
559810,Mönchengladbach,0
559810,Nancy,0
559810,Naples,0
559810,Narford,0
559810,New Haven,0
559810,New Rochelle,0
559810,New York,0
559810,Newport,0
559810,NoInfo,2
559810,Novara,0
559810,Oakland,0
559810,Oswestry,0
559810,Oxford,0
559810,Palermo,0
559810,Paris,0
559810,Parma,0
559810,Pavia,0
559810,Pisa,0
559810,Poppi,0
559810,Prato,0
559810,Princeton,0
559810,Providence,0
559810,Queensferry,0
559810,Ravenna,0
559810,Rhodes,0
559810,Riga,0
559810,Rio de Janeiro,0
559810,Rome,0
559810,San Casciano in Val di Pesa,0
559810,San Gimignano,0
559810,San Marino,0
559810,Santiago de Compostela,0
559810,Sassari,0
559810,Savona,0
559810,Schweinfurt,0
559810,Siena,0
559810,Skirling,0
559810,Sonning,0
559810,South Hadley,0
559810,St Petersburg,0
559810,Stanford,0
559810,Stowe,0
559810,Stuttgart,0
559810,Sudbury,0
559810,Thenford,0
559810,Tokyo,0
559810,Tours,0
559810,Treia,0
559810,Treviso,0
559810,Trieste,0
559810,Trivignano,0
559810,Turin,0
559810,University of Notre Dame,0
559810,Uppsala,0
559810,Urbana,0
559810,Vatican City,0
559810,Venice,0
559810,Verona,0
559810,Vienna,0
559810,Washington,0
559810,Wellesley,0
559810,Williamstown,0
559810,Woodstock,0
559810,Worcester,0
559810,Wroclaw,0
559810,Zurich,0
2001008,Althorp,0
2001008,Amsterdam,0
2001008,Arezzo,0
2001008,Athens,0
2001008,Augsburg,0
2001008,Baltimore,0
2001008,Barcelona,0
2001008,Barga,0
2001008,Berlin,0
2001008,Besançon,0
2001008,Bibbiena,0
2001008,Blenheim Palace,0
2001008,Bloomington,0
2001008,Bologna,0
2001008,Boston,0
2001008,Brunswick,0
2001008,Brussels,0
2001008,Camaldoli,0
2001008,Cambridge,0
2001008,Cambrils,0
2001008,Capaccio,0
2001008,Carpentras,0
2001008,Castiglione,0
2001008,Charlottesville,0
2001008,Chatsworth House,0
2001008,Chicago,0
2001008,Chiusa di Pesio,0
2001008,Cincinnati,0
2001008,Claremont,0
2001008,Cologne,0
2001008,Cologny,0
2001008,Copenhagen,0
2001008,Crowan,0
2001008,Dresden,0
2001008,Dunecht,0
2001008,East of England,0
2001008,Edensor,0
2001008,Edinburgh,0
2001008,England,0
2001008,Europe,0
2001008,Euston,0
2001008,Figline Valdarno,0
2001008,Florence,1
2001008,Fosbury,0
2001008,Frankfurt am Main,0
2001008,Fratta Polesine,0
2001008,Gemeente Amsterdam,0
2001008,Gemeente Den Haag,0
2001008,Geneva,0
2001008,Genoa,0
2001008,Glasgow,0
2001008,Hamburg,0
2001008,Hanover,0
2001008,Iecava,0
2001008,Italy,0
2001008,Ithaca,0
2001008,Jenkintown,0
2001008,Kew,0
2001008,Koper,0
2001008,Latrobe,0
2001008,Leipzig,0
2001008,Livorno,0
2001008,Liège,0
2001008,London,2
2001008,Los Angeles,0
2001008,Lucca,0
2001008,Ludwigsburg,0
2001008,Lviv,0
2001008,Maldon,0
2001008,Manchester,0
2001008,Marseille,0
2001008,Merthyr Mawr,0
2001008,Middletown,0
2001008,Milan,0
2001008,Minsk,0
2001008,Modena,0
2001008,Moscow,0
2001008,Munich,0
2001008,Mönchengladbach,0
2001008,Nancy,0
2001008,Naples,0
2001008,Narford,0
2001008,New Haven,0
2001008,New Rochelle,0
2001008,New York,0
2001008,Newport,0
2001008,NoInfo,0
2001008,Novara,0
2001008,Oakland,0
2001008,Oswestry,0
2001008,Oxford,0
2001008,Palermo,0
2001008,Paris,0
2001008,Parma,0
2001008,Pavia,0
2001008,Pisa,0
2001008,Poppi,0
2001008,Prato,0
2001008,Princeton,0
2001008,Providence,0
2001008,Queensferry,0
2001008,Ravenna,0
2001008,Rhodes,0
2001008,Riga,0
2001008,Rio de Janeiro,0
2001008,Rome,0
2001008,San Casciano in Val di Pesa,0
2001008,San Gimignano,0
2001008,San Marino,0
2001008,Santiago de Compostela,0
2001008,Sassari,0
2001008,Savona,0
2001008,Schweinfurt,0
2001008,Siena,0
2001008,Skirling,0
2001008,Sonning,0
2001008,South Hadley,0
2001008,St Petersburg,0
2001008,Stanford,0
2001008,Stowe,0
2001008,Stuttgart,0
2001008,Sudbury,0
2001008,Thenford,0
2001008,Tokyo,0
2001008,Tours,0
2001008,Treia,0
2001008,Treviso,0
2001008,Trieste,0
2001008,Trivignano,0
2001008,Turin,0
2001008,University of Notre Dame,0
2001008,Uppsala,0
2001008,Urbana,0
2001008,Vatican City,0
2001008,Venice,0
2001008,Verona,0
2001008,Vienna,0
2001008,Washington,0
2001008,Wellesley,0
2001008,Williamstown,0
2001008,Woodstock,0
2001008,Worcester,0
2001008,Wroclaw,0
2001008,Zurich,0
2001009,Althorp,0
2001009,Amsterdam,0
2001009,Arezzo,0
2001009,Athens,0
2001009,Augsburg,0
2001009,Baltimore,0
2001009,Barcelona,0
2001009,Barga,0
2001009,Berlin,0
2001009,Besançon,0
2001009,Bibbiena,0
2001009,Blenheim Palace,0
2001009,Bloomington,0
2001009,Bologna,0
2001009,Boston,0
2001009,Brunswick,0
2001009,Brussels,0
2001009,Camaldoli,0
2001009,Cambridge,0
2001009,Cambrils,0
2001009,Capaccio,0
2001009,Carpentras,0
2001009,Castiglione,0
2001009,Charlottesville,0
2001009,Chatsworth House,0
2001009,Chicago,0
2001009,Chiusa di Pesio,0
2001009,Cincinnati,0
2001009,Claremont,0
2001009,Cologne,0
2001009,Cologny,0
2001009,Copenhagen,0
2001009,Crowan,0
2001009,Dresden,0
2001009,Dunecht,0
2001009,East of England,0
2001009,Edensor,0
2001009,Edinburgh,0
2001009,England,0
2001009,Europe,0
2001009,Euston,0
2001009,Figline Valdarno,0
2001009,Florence,1
2001009,Fosbury,0
2001009,Frankfurt am Main,0
2001009,Fratta Polesine,0
2001009,Gemeente Amsterdam,0
2001009,Gemeente Den Haag,0
2001009,Geneva,0
2001009,Genoa,0
2001009,Glasgow,0
2001009,Hamburg,0
2001009,Hanover,0
2001009,Iecava,0
2001009,Italy,0
2001009,Ithaca,0
2001009,Jenkintown,0
2001009,Kew,0
2001009,Koper,0
2001009,Latrobe,0
2001009,Leipzig,0
2001009,Livorno,0
2001009,Liège,0
2001009,London,1
2001009,Los Angeles,0
2001009,Lucca,0
2001009,Ludwigsburg,0
2001009,Lviv,0
2001009,Maldon,0
2001009,Manchester,0
2001009,Marseille,0
2001009,Merthyr Mawr,0
2001009,Middletown,0
2001009,Milan,0
2001009,Minsk,0
2001009,Modena,0
2001009,Moscow,0
2001009,Munich,0
2001009,Mönchengladbach,0
2001009,Nancy,0
2001009,Naples,0
2001009,Narford,0
2001009,New Haven,0
2001009,New Rochelle,0
2001009,New York,0
2001009,Newport,0
2001009,NoInfo,2
2001009,Novara,0
2001009,Oakland,0
2001009,Oswestry,0
2001009,Oxford,0
2001009,Palermo,0
2001009,Paris,0
2001009,Parma,0
2001009,Pavia,0
2001009,Pisa,0
2001009,Poppi,0
2001009,Prato,0
2001009,Princeton,0
2001009,Providence,0
2001009,Queensferry,0
2001009,Ravenna,0
2001009,Rhodes,0
2001009,Riga,0
2001009,Rio de Janeiro,0
2001009,Rome,0
2001009,San Casciano in Val di Pesa,0
2001009,San Gimignano,0
2001009,San Marino,0
2001009,Santiago de Compostela,0
2001009,Sassari,0
2001009,Savona,0
2001009,Schweinfurt,0
2001009,Siena,0
2001009,Skirling,0
2001009,Sonning,0
2001009,South Hadley,0
2001009,St Petersburg,0
2001009,Stanford,0
2001009,Stowe,0
2001009,Stuttgart,0
2001009,Sudbury,0
2001009,Thenford,0
2001009,Tokyo,0
2001009,Tours,0
2001009,Treia,0
2001009,Treviso,0
2001009,Trieste,0
2001009,Trivignano,0
2001009,Turin,0
2001009,University of Notre Dame,0
2001009,Uppsala,0
2001009,Urbana,0
2001009,Vatican City,0
2001009,Venice,0
2001009,Verona,0
2001009,Vienna,0
2001009,Washington,0
2001009,Wellesley,0
2001009,Williamstown,0
2001009,Woodstock,0
2001009,Worcester,0
2001009,Wroclaw,0
2001009,Zurich,0
2001010,Althorp,0
2001010,Amsterdam,0
2001010,Arezzo,0
2001010,Athens,0
2001010,Augsburg,0
2001010,Baltimore,0
2001010,Barcelona,0
2001010,Barga,0
2001010,Berlin,0
2001010,Besançon,0
2001010,Bibbiena,0
2001010,Blenheim Palace,0
2001010,Bloomington,0
2001010,Bologna,0
2001010,Boston,0
2001010,Brunswick,0
2001010,Brussels,0
2001010,Camaldoli,0
2001010,Cambridge,0
2001010,Cambrils,0
2001010,Capaccio,0
2001010,Carpentras,0
2001010,Castiglione,0
2001010,Charlottesville,0
2001010,Chatsworth House,0
2001010,Chicago,0
2001010,Chiusa di Pesio,0
2001010,Cincinnati,0
2001010,Claremont,0
2001010,Cologne,0
2001010,Cologny,0
2001010,Copenhagen,0
2001010,Crowan,0
2001010,Dresden,0
2001010,Dunecht,0
2001010,East of England,0
2001010,Edensor,0
2001010,Edinburgh,0
2001010,England,0
2001010,Europe,0
2001010,Euston,0
2001010,Figline Valdarno,0
2001010,Florence,1
2001010,Fosbury,0
2001010,Frankfurt am Main,0
2001010,Fratta Polesine,0
2001010,Gemeente Amsterdam,0
2001010,Gemeente Den Haag,0
2001010,Geneva,0
2001010,Genoa,0
2001010,Glasgow,0
2001010,Hamburg,0
2001010,Hanover,0
2001010,Iecava,0
2001010,Italy,0
2001010,Ithaca,0
2001010,Jenkintown,0
2001010,Kew,0
2001010,Koper,0
2001010,Latrobe,0
2001010,Leipzig,0
2001010,Livorno,0
2001010,Liège,0
2001010,London,2
2001010,Los Angeles,0
2001010,Lucca,0
2001010,Ludwigsburg,0
2001010,Lviv,0
2001010,Maldon,0
2001010,Manchester,0
2001010,Marseille,0
2001010,Merthyr Mawr,0
2001010,Middletown,0
2001010,Milan,0
2001010,Minsk,0
2001010,Modena,0
2001010,Moscow,0
2001010,Munich,0
2001010,Mönchengladbach,0
2001010,Nancy,0
2001010,Naples,0
2001010,Narford,0
2001010,New Haven,0
2001010,New Rochelle,0
2001010,New York,0
2001010,Newport,0
2001010,NoInfo,1
2001010,Novara,0
2001010,Oakland,0
2001010,Oswestry,0
2001010,Oxford,0
2001010,Palermo,0
2001010,Paris,0
2001010,Parma,0
2001010,Pavia,0
2001010,Pisa,0
2001010,Poppi,0
2001010,Prato,0
2001010,Princeton,0
2001010,Providence,0
2001010,Queensferry,0
2001010,Ravenna,0
2001010,Rhodes,0
2001010,Riga,0
2001010,Rio de Janeiro,0
2001010,Rome,0
2001010,San Casciano in Val di Pesa,0
2001010,San Gimignano,0
2001010,San Marino,0
2001010,Santiago de Compostela,0
2001010,Sassari,0
2001010,Savona,0
2001010,Schweinfurt,0
2001010,Siena,0
2001010,Skirling,0
2001010,Sonning,0
2001010,South Hadley,0
2001010,St Petersburg,0
2001010,Stanford,0
2001010,Stowe,0
2001010,Stuttgart,0
2001010,Sudbury,0
2001010,Thenford,0
2001010,Tokyo,0
2001010,Tours,0
2001010,Treia,0
2001010,Treviso,0
2001010,Trieste,0
2001010,Trivignano,0
2001010,Turin,0
2001010,University of Notre Dame,0
2001010,Uppsala,0
2001010,Urbana,0
2001010,Vatican City,0
2001010,Venice,0
2001010,Verona,0
2001010,Vienna,0
2001010,Washington,0
2001010,Wellesley,0
2001010,Williamstown,0
2001010,Woodstock,0
2001010,Worcester,0
2001010,Wroclaw,0
2001010,Zurich,0
2001011,Althorp,0
2001011,Amsterdam,0
2001011,Arezzo,0
2001011,Athens,0
2001011,Augsburg,0
2001011,Baltimore,0
2001011,Barcelona,0
2001011,Barga,0
2001011,Berlin,0
2001011,Besançon,0
2001011,Bibbiena,0
2001011,Blenheim Palace,0
2001011,Bloomington,0
2001011,Bologna,0
2001011,Boston,0
2001011,Brunswick,0
2001011,Brussels,0
2001011,Camaldoli,0
2001011,Cambridge,0
2001011,Cambrils,0
2001011,Capaccio,0
2001011,Carpentras,0
2001011,Castiglione,0
2001011,Charlottesville,0
2001011,Chatsworth House,0
2001011,Chicago,0
2001011,Chiusa di Pesio,0
2001011,Cincinnati,0
2001011,Claremont,0
2001011,Cologne,0
2001011,Cologny,0
2001011,Copenhagen,0
2001011,Crowan,0
2001011,Dresden,0
2001011,Dunecht,0
2001011,East of England,0
2001011,Edensor,0
2001011,Edinburgh,0
2001011,England,0
2001011,Europe,0
2001011,Euston,0
2001011,Figline Valdarno,0
2001011,Florence,1
2001011,Fosbury,0
2001011,Frankfurt am Main,0
2001011,Fratta Polesine,0
2001011,Gemeente Amsterdam,0
2001011,Gemeente Den Haag,0
2001011,Geneva,0
2001011,Genoa,0
2001011,Glasgow,0
2001011,Hamburg,0
2001011,Hanover,0
2001011,Iecava,0
2001011,Italy,0
2001011,Ithaca,0
2001011,Jenkintown,0
2001011,Kew,0
2001011,Koper,0
2001011,Latrobe,0
2001011,Leipzig,0
2001011,Livorno,0
2001011,Liège,0
2001011,London,2
2001011,Los Angeles,0
2001011,Lucca,0
2001011,Ludwigsburg,0
2001011,Lviv,0
2001011,Maldon,0
2001011,Manchester,0
2001011,Marseille,0
2001011,Merthyr Mawr,0
2001011,Middletown,0
2001011,Milan,0
2001011,Minsk,0
2001011,Modena,0
2001011,Moscow,0
2001011,Munich,0
2001011,Mönchengladbach,0
2001011,Nancy,0
2001011,Naples,0
2001011,Narford,0
2001011,New Haven,0
2001011,New Rochelle,0
2001011,New York,0
2001011,Newport,0
2001011,NoInfo,0
2001011,Novara,0
2001011,Oakland,0
2001011,Oswestry,0
2001011,Oxford,0
2001011,Palermo,0
2001011,Paris,0
2001011,Parma,0
2001011,Pavia,0
2001011,Pisa,0
2001011,Poppi,0
2001011,Prato,0
2001011,Princeton,0
2001011,Providence,0
2001011,Queensferry,0
2001011,Ravenna,0
2001011,Rhodes,0
2001011,Riga,0
2001011,Rio de Janeiro,0
2001011,Rome,0
2001011,San Casciano in Val di Pesa,0
2001011,San Gimignano,0
2001011,San Marino,0
2001011,Santiago de Compostela,0
2001011,Sassari,0
2001011,Savona,0
2001011,Schweinfurt,0
2001011,Siena,0
2001011,Skirling,0
2001011,Sonning,0
2001011,South Hadley,0
2001011,St Petersburg,0
2001011,Stanford,0
2001011,Stowe,0
2001011,Stuttgart,0
2001011,Sudbury,0
2001011,Thenford,0
2001011,Tokyo,0
2001011,Tours,0
2001011,Treia,0
2001011,Treviso,0
2001011,Trieste,0
2001011,Trivignano,0
2001011,Turin,0
2001011,University of Notre Dame,0
2001011,Uppsala,0
2001011,Urbana,0
2001011,Vatican City,0
2001011,Venice,1
2001011,Verona,0
2001011,Vienna,0
2001011,Washington,0
2001011,Wellesley,0
2001011,Williamstown,0
2001011,Woodstock,0
2001011,Worcester,0
2001011,Wroclaw,0
2001011,Zurich,0
2007303,Althorp,0
2007303,Amsterdam,0
2007303,Arezzo,0
2007303,Athens,0
2007303,Augsburg,0
2007303,Baltimore,0
2007303,Barcelona,0
2007303,Barga,0
2007303,Berlin,0
2007303,Besançon,0
2007303,Bibbiena,0
2007303,Blenheim Palace,0
2007303,Bloomington,0
2007303,Bologna,0
2007303,Boston,0
2007303,Brunswick,0
2007303,Brussels,0
2007303,Camaldoli,0
2007303,Cambridge,0
2007303,Cambrils,0
2007303,Capaccio,0
2007303,Carpentras,0
2007303,Castiglione,0
2007303,Charlottesville,0
2007303,Chatsworth House,0
2007303,Chicago,0
2007303,Chiusa di Pesio,0
2007303,Cincinnati,0
2007303,Claremont,0
2007303,Cologne,0
2007303,Cologny,0
2007303,Copenhagen,0
2007303,Crowan,0
2007303,Dresden,0
2007303,Dunecht,0
2007303,East of England,0
2007303,Edensor,0
2007303,Edinburgh,0
2007303,England,0
2007303,Europe,0
2007303,Euston,0
2007303,Figline Valdarno,0
2007303,Florence,1
2007303,Fosbury,0
2007303,Frankfurt am Main,0
2007303,Fratta Polesine,0
2007303,Gemeente Amsterdam,0
2007303,Gemeente Den Haag,0
2007303,Geneva,0
2007303,Genoa,0
2007303,Glasgow,0
2007303,Hamburg,0
2007303,Hanover,0
2007303,Iecava,0
2007303,Italy,0
2007303,Ithaca,0
2007303,Jenkintown,0
2007303,Kew,0
2007303,Koper,0
2007303,Latrobe,0
2007303,Leipzig,0
2007303,Livorno,0
2007303,Liège,0
2007303,London,0
2007303,Los Angeles,0
2007303,Lucca,0
2007303,Ludwigsburg,0
2007303,Lviv,0
2007303,Maldon,0
2007303,Manchester,0
2007303,Marseille,0
2007303,Merthyr Mawr,0
2007303,Middletown,0
2007303,Milan,3
2007303,Minsk,0
2007303,Modena,0
2007303,Moscow,0
2007303,Munich,0
2007303,Mönchengladbach,0
2007303,Nancy,0
2007303,Naples,0
2007303,Narford,0
2007303,New Haven,0
2007303,New Rochelle,0
2007303,New York,0
2007303,Newport,0
2007303,NoInfo,4
2007303,Novara,0
2007303,Oakland,0
2007303,Oswestry,0
2007303,Oxford,0
2007303,Palermo,0
2007303,Paris,0
2007303,Parma,0
2007303,Pavia,0
2007303,Pisa,0
2007303,Poppi,0
2007303,Prato,0
2007303,Princeton,0
2007303,Providence,0
2007303,Queensferry,0
2007303,Ravenna,0
2007303,Rhodes,0
2007303,Riga,0
2007303,Rio de Janeiro,0
2007303,Rome,0
2007303,San Casciano in Val di Pesa,0
2007303,San Gimignano,0
2007303,San Marino,0
2007303,Santiago de Compostela,0
2007303,Sassari,0
2007303,Savona,0
2007303,Schweinfurt,0
2007303,Siena,0
2007303,Skirling,0
2007303,Sonning,0
2007303,South Hadley,0
2007303,St Petersburg,0
2007303,Stanford,0
2007303,Stowe,0
2007303,Stuttgart,0
2007303,Sudbury,0
2007303,Thenford,0
2007303,Tokyo,0
2007303,Tours,0
2007303,Treia,0
2007303,Treviso,0
2007303,Trieste,0
2007303,Trivignano,0
2007303,Turin,0
2007303,University of Notre Dame,0
2007303,Uppsala,0
2007303,Urbana,0
2007303,Vatican City,0
2007303,Venice,0
2007303,Verona,0
2007303,Vienna,0
2007303,Washington,0
2007303,Wellesley,0
2007303,Williamstown,0
2007303,Woodstock,0
2007303,Worcester,0
2007303,Wroclaw,0
2007303,Zurich,0
2011395,Althorp,0
2011395,Amsterdam,0
2011395,Arezzo,0
2011395,Athens,0
2011395,Augsburg,0
2011395,Baltimore,0
2011395,Barcelona,0
2011395,Barga,0
2011395,Berlin,0
2011395,Besançon,0
2011395,Bibbiena,0
2011395,Blenheim Palace,0
2011395,Bloomington,0
2011395,Bologna,0
2011395,Boston,0
2011395,Brunswick,0
2011395,Brussels,0
2011395,Camaldoli,0
2011395,Cambridge,0
2011395,Cambrils,0
2011395,Capaccio,0
2011395,Carpentras,0
2011395,Castiglione,0
2011395,Charlottesville,0
2011395,Chatsworth House,0
2011395,Chicago,0
2011395,Chiusa di Pesio,0
2011395,Cincinnati,0
2011395,Claremont,0
2011395,Cologne,0
2011395,Cologny,0
2011395,Copenhagen,0
2011395,Crowan,0
2011395,Dresden,0
2011395,Dunecht,0
2011395,East of England,0
2011395,Edensor,0
2011395,Edinburgh,0
2011395,England,0
2011395,Europe,0
2011395,Euston,0
2011395,Figline Valdarno,0
2011395,Florence,2
2011395,Fosbury,0
2011395,Frankfurt am Main,0
2011395,Fratta Polesine,0
2011395,Gemeente Amsterdam,0
2011395,Gemeente Den Haag,0
2011395,Geneva,0
2011395,Genoa,0
2011395,Glasgow,0
2011395,Hamburg,0
2011395,Hanover,0
2011395,Iecava,0
2011395,Italy,0
2011395,Ithaca,0
2011395,Jenkintown,0
2011395,Kew,0
2011395,Koper,0
2011395,Latrobe,0
2011395,Leipzig,0
2011395,Livorno,0
2011395,Liège,0
2011395,London,0
2011395,Los Angeles,0
2011395,Lucca,0
2011395,Ludwigsburg,0
2011395,Lviv,0
2011395,Maldon,0
2011395,Manchester,0
2011395,Marseille,0
2011395,Merthyr Mawr,0
2011395,Middletown,0
2011395,Milan,0
2011395,Minsk,0
2011395,Modena,0
2011395,Moscow,0
2011395,Munich,0
2011395,Mönchengladbach,0
2011395,Nancy,0
2011395,Naples,0
2011395,Narford,0
2011395,New Haven,0
2011395,New Rochelle,0
2011395,New York,0
2011395,Newport,0
2011395,NoInfo,4
2011395,Novara,0
2011395,Oakland,0
2011395,Oswestry,0
2011395,Oxford,0
2011395,Palermo,0
2011395,Paris,0
2011395,Parma,0
2011395,Pavia,0
2011395,Pisa,0
2011395,Poppi,0
2011395,Prato,0
2011395,Princeton,0
2011395,Providence,0
2011395,Queensferry,0
2011395,Ravenna,0
2011395,Rhodes,0
2011395,Riga,0
2011395,Rio de Janeiro,0
2011395,Rome,0
2011395,San Casciano in Val di Pesa,0
2011395,San Gimignano,0
2011395,San Marino,0
2011395,Santiago de Compostela,0
2011395,Sassari,0
2011395,Savona,0
2011395,Schweinfurt,0
2011395,Siena,0
2011395,Skirling,0
2011395,Sonning,0
2011395,South Hadley,0
2011395,St Petersburg,0
2011395,Stanford,0
2011395,Stowe,0
2011395,Stuttgart,0
2011395,Sudbury,0
2011395,Thenford,0
2011395,Tokyo,0
2011395,Tours,0
2011395,Treia,0
2011395,Treviso,0
2011395,Trieste,0
2011395,Trivignano,0
2011395,Turin,0
2011395,University of Notre Dame,0
2011395,Uppsala,0
2011395,Urbana,0
2011395,Vatican City,0
2011395,Venice,0
2011395,Verona,0
2011395,Vienna,0
2011395,Washington,0
2011395,Wellesley,0
2011395,Williamstown,0
2011395,Woodstock,0
2011395,Worcester,0
2011395,Wroclaw,0
2011395,Zurich,0
2011876,Althorp,0
2011876,Amsterdam,0
2011876,Arezzo,0
2011876,Athens,0
2011876,Augsburg,0
2011876,Baltimore,0
2011876,Barcelona,0
2011876,Barga,0
2011876,Berlin,0
2011876,Besançon,0
2011876,Bibbiena,0
2011876,Blenheim Palace,0
2011876,Bloomington,0
2011876,Bologna,0
2011876,Boston,0
2011876,Brunswick,0
2011876,Brussels,0
2011876,Camaldoli,0
2011876,Cambridge,0
2011876,Cambrils,0
2011876,Capaccio,0
2011876,Carpentras,0
2011876,Castiglione,0
2011876,Charlottesville,0
2011876,Chatsworth House,0
2011876,Chicago,0
2011876,Chiusa di Pesio,0
2011876,Cincinnati,0
2011876,Claremont,0
2011876,Cologne,0
2011876,Cologny,0
2011876,Copenhagen,0
2011876,Crowan,0
2011876,Dresden,0
2011876,Dunecht,0
2011876,East of England,0
2011876,Edensor,0
2011876,Edinburgh,0
2011876,England,0
2011876,Europe,0
2011876,Euston,0
2011876,Figline Valdarno,0
2011876,Florence,1
2011876,Fosbury,0
2011876,Frankfurt am Main,0
2011876,Fratta Polesine,0
2011876,Gemeente Amsterdam,0
2011876,Gemeente Den Haag,0
2011876,Geneva,0
2011876,Genoa,0
2011876,Glasgow,0
2011876,Hamburg,0
2011876,Hanover,0
2011876,Iecava,0
2011876,Italy,0
2011876,Ithaca,0
2011876,Jenkintown,0
2011876,Kew,0
2011876,Koper,0
2011876,Latrobe,0
2011876,Leipzig,0
2011876,Livorno,0
2011876,Liège,0
2011876,London,0
2011876,Los Angeles,0
2011876,Lucca,0
2011876,Ludwigsburg,0
2011876,Lviv,0
2011876,Maldon,0
